event_id,timestamp_utc,country,region,city,site_code,latitude,longitude,agent_id,agent_rank,agent_clearance,team_id,operation_id,operation_codename,operation_type,target_sector,target_importance_score,target_risk_level,intel_source_primary,intel_source_secondary,intel_confidence_score,threat_score_overall,threat_financial,threat_cyber,threat_physical,money_moved_usd,records_exfiltrated,compromised_accounts,channel_email,channel_phone,channel_darknet,channel_field_meet,status,triage_priority,requires_manual_review,escalated_to_level,false_positive_flag,model_version,notes_short,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60
EVT-0007869,2024-10-03 21:12:42,FR,EU-WEST,Paris,FR-303,48.81593,3.39587,AG-4543,JUNIOR,CONFIDENTIAL,T-034,OP-2025-007869,AURORA-613,RANSOMWARE,Healthcare,8,HIGH,SIGINT,HUMINT,82,79,88,80,68,359217,3889,186,Y,Y,N,Y,CLOSED,P2,N,0,N,aurora-1.2,manual verification pending,90.0,82.99,73.03,84.86,82.31,83.41,71.6,97.21,84.44,79.74,32.54,34.75,33.16,32.58,35.17,34.45,42.88,31.04,31.54,31.67,38.45,42.58,32.81,39.77,36.79,43.12,33.64,38.78,33.12,33.19,100,100,100,100,100,100,100,100,100,100,27.11,57.5,79.6,29.7,44.28,31.5,61.53,42.67,26.72,82.84,35.23,42.26,41.53,39.2,60.7,0,28.15,59.27,69.1,31.55
EVT-0007870,2024-08-11 12:17:07,CN,ASIA-PAC,Beijing,CN-865,39.61105,115.74879,AG-6980,SENIOR,TOP_SECRET,T-008,OP-2025-007870,AURORA-345,ESPIONAGE,Telecom,8,MEDIUM,HUMINT,SIGINT,34,45,45,41,52,250255,3113,85,N,N,Y,N,DISMISSED,P3,N,0,Y,aurora-2.0,possible duplicate event,49.62,38.28,58.34,41.05,57.44,34.22,39.56,65.31,48.64,49.96,22.39,26.31,28.31,28.71,14.22,17.1,31.41,29.35,29.94,25.74,23.03,27.39,35.59,37.04,27.75,25.57,26.71,40.99,34.77,32.03,88.56,100,100,100,100,100,100,100,100,96.45,35.79,12.0,31.67,39.79,0,0,46.4,37.65,0,58.11,13.48,43.55,35.97,0,51.02,0,12.58,19.82,51.35,46.98
EVT-0007871,2024-05-02 04:11:48,RU,EU-EAST,Moscow,RU-854,55.56611,39.03076,AG-1663,HQ,CONFIDENTIAL,T-014,OP-2025-007871,SPECTRUM-916,MONEY_LAUNDERING,Energy,6,LOW,SIGINT,HUMINT,51,27,31,43,0,144850,1011,25,Y,Y,N,N,DISMISSED,P3,N,0,Y,aurora-1.1,possible duplicate event,37.39,46.94,20.42,28.56,31.82,20.74,41.22,23.79,35.0,24.89,19.73,13.14,18.02,14.53,21.27,12.71,19.01,13.99,6.7,25.27,20.55,10.84,7.16,7.53,10.11,12.76,14.91,13.44,14.85,11.19,78.06,89.11,91.73,100,79.21,78.21,80.53,77.76,96.44,73.91,31.0,0,11.01,35.67,21.58,36.38,0,41.64,5.74,22.68,9.06,0,0,41.42,17.01,28.27,46.56,4.84,2.76,6.8
EVT-0007872,2024-11-08 09:23:08,PL,EU-EAST,Warsaw,PL-974,52.31617,22.19656,AG-9347,SENIOR,TOP_SECRET,T-029,OP-2025-007872,PHOENIX-321,CYBER_INTRUSION,Defense,7,HIGH,CYBINT,HUMINT,91,78,75,86,70,405520,3066,181,Y,N,N,N,IN_REVIEW,P2,N,0,N,aurora-1.0,manual verification pending,78.17,63.94,81.74,100,81.93,63.18,76.23,84.95,78.79,84.13,37.46,31.79,43.25,44.74,36.68,44.74,48.36,34.29,43.48,41.82,26.75,35.04,36.39,35.11,29.63,34.31,32.22,35.59,33.86,23.23,100,100,100,100,100,100,100,100,100,100,49.48,14.49,55.86,34.05,43.84,22.47,21.21,21.16,20.38,31.42,28.03,21.49,41.56,45.76,56.86,53.37,12.57,20.1,50.46,45.78
EVT-0007873,2024-01-15 20:28:58,FR,EU-WEST,Paris,FR-613,48.48789,3.90619,AG-5817,SENIOR,TOP_SECRET,T-008,OP-2025-007873,PHOENIX-253,MONEY_LAUNDERING,Healthcare,5,MEDIUM,SIGINT,HUMINT,72,53,49,61,44,284027,2569,130,N,Y,Y,N,NEW,P3,N,1,N,aurora-1.0,anomaly detected,44.5,55.92,57.3,57.95,43.83,67.24,45.15,59.56,46.41,68.37,26.93,22.09,24.82,27.35,30.15,35.96,31.4,30.33,41.04,33.68,32.5,21.36,26.91,33.42,20.99,29.5,20.21,28.1,36.07,28.75,87.58,71.76,90.86,73.67,97.85,64.74,71.73,76.87,76.21,79.04,39.61,51.71,35.63,0,12.46,59.62,11.08,9.12,35.27,16.16,22.03,69.61,50.05,37.56,52.28,30.41,32.89,20.94,3.79,0
EVT-0007874,2024-07-24 22:42:42,RU,EU-EAST,Moscow,RU-416,55.93828,37.57904,AG-8185,FIELD,CONFIDENTIAL,T-039,OP-2025-007874,NIGHTFALL-960,RANSOMWARE,Finance,4,MEDIUM,CYBINT,OSINT,47,50,56,52,41,293461,3110,76,Y,N,N,Y,IN_REVIEW,P3,N,0,N,aurora-2.0,incomplete metadata,30.46,37.12,40.29,45.59,44.23,32.72,68.33,56.94,65.47,28.98,30.39,25.48,33.16,31.81,27.73,27.85,40.76,29.77,27.47,29.68,35.56,26.88,24.42,22.8,39.05,33.51,19.91,38.93,33.35,31.2,60.06,66.95,70.4,84.76,71.61,67.14,67.85,94.21,61.39,66.51,41.91,44.96,31.84,61.36,44.42,11.51,8.81,38.56,34.48,14.82,20.69,47.15,21.3,15.7,40.36,9.87,22.84,63.06,6.96,44.9
EVT-0007875,2024-10-31 04:09:14,US,US-EAST,New York,US-485,41.4896,-74.57041,AG-5515,FIELD,CONFIDENTIAL,T-019,OP-2025-007875,AURORA-145,ESPIONAGE,Defense,9,CRITICAL,FININT,CYBINT,72,35,39,40,23,151782,1009,80,Y,Y,Y,N,NEW,P1,Y,2,N,aurora-2.0,manual verification pending,15.37,40.47,46.19,35.02,33.11,28.36,36.28,43.27,24.6,35.13,16.16,8.3,21.91,7.17,11.79,19.62,16.47,20.67,11.72,23.43,14.07,17.59,4.89,4.22,2.33,5.28,7.13,13.3,9.71,10.0,100,100,100,100,100,100,100,100,100,100,52.46,0,42.66,14.6,20.67,44.57,28.79,34.73,16.92,18.35,54.03,25.5,0,3.81,0,0,24.24,17.14,17.03,0
EVT-0007876,2024-10-15 14:42:18,BR,LATAM,Sao Paulo,BR-348,-22.61749,-48.25111,AG-7121,JUNIOR,SECRET,T-017,OP-2025-007876,DEEPBLUE-951,ESPIONAGE,Defense,4,MEDIUM,FININT,SIGINT,24,65,73,69,50,286453,2803,116,N,N,Y,Y,CLOSED,P2,Y,2,N,aurora-1.2,incomplete metadata,66.4,48.01,46.31,71.98,59.35,47.41,61.27,56.93,71.37,69.94,26.94,29.04,26.68,26.01,26.24,32.31,37.14,32.84,31.32,23.93,28.32,25.85,24.16,24.42,31.94,37.82,31.92,27.52,25.93,39.23,77.32,83.34,61.58,74.21,92.74,82.71,70.53,80.42,74.59,65.43,50.59,49.67,65.15,34.27,42.68,37.1,49.92,59.33,17.07,47.89,83.23,27.59,62.32,29.46,46.74,45.74,48.37,11.85,46.3,15.96
EVT-0007877,2024-04-29 14:40:45,CN,ASIA-PAC,Beijing,CN-767,39.46104,115.26777,AG-6428,SENIOR,CONFIDENTIAL,T-021,OP-2025-007877,DEEPBLUE-884,RANSOMWARE,Defense,8,HIGH,CYBINT,OSINT,57,66,80,62,56,318023,3066,115,Y,N,Y,N,IN_REVIEW,P2,Y,0,N,aurora-1.2,possible duplicate event,57.51,51.4,45.32,46.04,64.72,54.96,76.54,87.06,63.96,74.14,38.24,44.39,35.26,27.87,20.75,26.65,33.17,35.61,34.44,28.92,32.65,29.35,31.01,34.34,27.22,27.62,34.17,30.23,24.4,36.43,100,100,100,100,100,100,100,100,100,100,7.37,19.82,67.16,13.67,64.85,18.57,20.25,56.46,36.46,10.53,63.25,19.72,48.26,35.5,22.73,18.02,24.82,55.86,48.23,10.29
EVT-0007878,2024-05-03 02:12:37,DE,EU-CENTRAL,Berlin,DE-452,52.67268,13.72996,AG-3464,HQ,TOP_SECRET,T-020,OP-2025-007878,PHOENIX-184,RANSOMWARE,Defense,4,MEDIUM,FININT,HUMINT,47,42,36,60,23,196614,1877,53,N,N,Y,N,CLOSED,P3,N,0,N,aurora-1.0,pattern matches known cluster,58.06,47.0,44.66,41.08,35.81,35.48,49.47,42.23,30.09,34.61,15.81,11.58,15.94,16.75,16.08,19.71,25.62,13.9,20.24,19.27,16.19,28.47,21.92,13.68,17.05,19.49,20.53,24.86,23.36,11.4,65.56,58.19,66.94,77.51,70.97,77.33,79.8,83.86,83.36,73.11,31.79,39.18,53.79,31.01,25.9,41.04,0.23,21.55,7.85,41.39,49.06,26.88,53.58,0,16.37,13.86,0,25.3,0,0
EVT-0007879,2024-01-12 20:37:40,US,US-EAST,New York,US-779,39.89198,-74.31517,AG-6792,HQ,SECRET,T-020,OP-2025-007879,AURORA-546,CYBER_INTRUSION,Logistics,8,MEDIUM,SIGINT,OSINT,23,51,55,62,33,250128,2712,103,N,N,Y,N,DISMISSED,P3,N,0,N,aurora-1.2,possible duplicate event,55.62,50.05,48.95,56.03,44.6,58.01,53.41,42.38,45.26,52.45,21.24,17.76,18.43,24.81,28.2,24.29,26.99,20.39,28.64,33.83,24.09,25.99,23.04,21.78,31.06,33.34,29.95,21.02,26.79,22.89,100,100,92.62,100,100,95.73,100,100,100,92.1,2.22,7.0,0,53.56,17.1,0.91,12.66,45.79,23.99,38.01,13.29,46.64,0,0.98,20.62,23.78,61.35,25.16,19.84,17.33
EVT-0007880,2024-10-11 19:09:32,FR,EU-WEST,Paris,FR-793,48.14822,1.00191,AG-7241,JUNIOR,CONFIDENTIAL,T-017,OP-2025-007880,DEEPBLUE-142,INSIDER_TRADING,Government,2,LOW,SIGINT,CYBINT,52,37,43,37,30,155057,2903,38,Y,N,N,N,CLOSED,P3,N,1,N,aurora-1.0,cross-border activity detected,36.0,50.04,26.27,31.66,31.13,34.58,39.24,27.75,14.42,41.15,18.93,15.06,18.77,12.42,12.04,4.85,18.23,14.42,13.94,18.23,34.05,22.61,22.96,30.51,32.21,29.29,38.08,27.32,28.59,38.04,51.46,55.0,47.37,41.47,46.36,50.45,49.53,57.18,41.28,52.64,49.59,41.25,41.28,49.44,45.91,0,0.88,21.64,27.89,29.5,35.64,45.43,21.42,56.31,36.75,52.01,0,17.38,0,6.86
EVT-0007881,2024-05-20 05:37:52,CZ,EU-CENTRAL,Prague,CZ-622,49.58657,16.09338,AG-9178,FIELD,CONFIDENTIAL,T-019,OP-2025-007881,AURORA-067,RANSOMWARE,Education,3,MEDIUM,CYBINT,HUMINT,59,44,39,51,40,207596,2475,86,N,N,Y,N,IN_REVIEW,P3,N,0,N,aurora-1.1,manual verification pending,28.64,20.71,47.74,45.27,52.48,38.1,20.51,42.39,39.28,26.43,19.91,26.88,21.7,27.12,24.44,21.61,22.27,23.04,25.92,26.34,21.13,24.76,22.92,27.0,26.94,24.96,24.85,27.24,25.94,31.09,62.0,75.64,57.2,74.84,71.7,69.61,59.04,60.85,74.34,64.48,0,5.83,37.36,9.32,17.55,27.7,12.13,39.02,24.35,16.92,41.92,46.25,14.04,38.61,51.76,36.65,2.75,3.36,21.34,0
EVT-0007882,2024-03-02 00:17:42,RU,EU-EAST,Moscow,RU-627,56.06608,38.927,AG-1621,FIELD,SECRET,T-037,OP-2025-007882,DEEPBLUE-391,INSIDER_TRADING,Telecom,7,MEDIUM,HUMINT,OSINT,27,59,58,66,49,291858,3460,124,Y,N,N,N,CLOSED,P3,N,0,N,aurora-1.1,anomaly detected,74.47,69.59,51.26,61.88,62.37,39.24,65.19,59.29,55.78,51.46,32.69,25.11,23.75,32.13,30.47,26.93,30.6,30.9,34.43,25.75,36.91,38.84,24.21,35.34,32.07,25.23,33.61,38.04,33.31,37.54,100,88.93,89.25,100,80.06,100,100,100,100,91.16,29.62,61.59,27.64,37.36,49.55,27.57,58.63,27.14,27.53,0,53.42,55.63,19.86,30.25,51.74,67.66,40.71,33.74,28.85,38.29
EVT-0007883,2024-09-05 10:24:24,DE,EU-CENTRAL,Berlin,DE-308,53.04407,12.50098,AG-1009,ANALYST,SECRET,T-010,OP-2025-007883,PHOENIX-763,CYBER_INTRUSION,Finance,10,CRITICAL,CYBINT,FININT,87,49,50,44,57,182166,2436,94,N,N,Y,Y,IN_REVIEW,P1,N,3,N,aurora-1.2,incomplete metadata,59.43,47.86,57.42,55.23,46.84,44.2,49.27,37.91,50.63,57.21,28.86,12.87,18.51,30.05,25.2,15.06,29.83,11.7,26.31,7.81,16.61,28.2,13.4,19.24,20.7,21.59,13.68,22.78,25.66,23.29,100,100,100,100,100,100,100,100,100,100,0,81.57,32.15,0,3.93,38.54,34.22,11.78,35.87,27.29,27.86,25.23,32.99,38.58,32.9,16.06,53.56,7.93,3.08,24.6
EVT-0007884,2024-12-04 12:06:20,CN,ASIA-PAC,Beijing,CN-203,39.46976,118.02078,AG-4754,HQ,SECRET,T-021,OP-2025-007884,DEEPBLUE-617,CYBER_INTRUSION,Finance,8,MEDIUM,OSINT,FININT,57,51,39,48,69,253869,2447,84,N,N,Y,N,DISMISSED,P3,N,1,N,aurora-2.0,anomaly detected,62.09,52.4,37.93,41.8,63.31,50.13,57.27,70.96,40.83,39.48,22.35,25.98,19.4,28.74,22.56,26.34,28.98,24.04,26.74,17.88,25.76,23.25,31.85,21.75,27.08,12.12,19.13,24.2,19.7,22.89,92.62,98.34,100,96.76,100,100,100,100,100,100,33.79,45.62,24.87,0.6,17.3,41.0,8.26,17.45,0,35.09,34.83,54.38,9.88,0,31.18,53.89,69.47,25.7,31.78,53.81
EVT-0007885,2024-09-15 07:16:49,DE,EU-CENTRAL,Berlin,DE-496,52.18252,12.84922,AG-2852,FIELD,TOP_SECRET,T-030,OP-2025-007885,MIRAGE-944,INSIDER_TRADING,Healthcare,9,CRITICAL,OSINT,CYBINT,100,67,53,78,65,308410,3575,105,Y,N,N,N,IN_REVIEW,P1,N,2,N,aurora-2.0,anomaly detected,76.74,76.42,64.34,55.98,76.24,80.81,64.74,55.48,73.26,67.61,29.77,40.32,28.82,28.6,31.21,37.65,27.61,28.13,28.66,28.06,32.89,33.54,41.23,30.31,30.62,36.89,30.48,33.52,40.23,33.72,100,100,100,100,100,100,100,100,100,100,73.8,0,63.46,31.92,35.93,0.65,35.12,44.03,66.74,51.93,21.5,57.34,22.59,0,0,51.55,39.44,19.74,43.48,8.19
EVT-0007886,2024-04-24 10:45:03,BR,LATAM,Sao Paulo,BR-165,-22.77689,-45.06037,AG-8680,ANALYST,SECRET,T-023,OP-2025-007886,PHOENIX-553,ESPIONAGE,Education,2,MEDIUM,CYBINT,FININT,56,51,57,41,59,254226,1777,102,Y,N,Y,N,IN_REVIEW,P3,N,0,N,aurora-1.1,incomplete metadata,56.44,41.08,55.2,48.82,60.04,67.89,38.34,40.8,58.74,39.96,18.3,13.87,28.03,19.41,24.95,24.1,31.71,25.22,27.41,22.81,25.31,26.42,26.63,19.21,16.4,10.95,21.54,17.8,17.89,14.67,66.5,60.88,70.53,57.48,55.55,55.02,51.34,81.57,64.45,53.83,13.15,3.4,12.64,24.62,65.19,36.04,31.16,42.44,42.91,21.84,18.88,45.62,0,28.17,37.71,30.77,16.62,0,47.8,56.3
EVT-0007887,2024-10-23 03:52:19,PL,EU-EAST,Warsaw,PL-334,51.22162,21.95442,AG-8821,FIELD,CONFIDENTIAL,T-020,OP-2025-007887,MIRAGE-527,CYBER_INTRUSION,Healthcare,10,CRITICAL,FININT,OSINT,71,34,23,36,43,175132,2910,74,Y,Y,N,Y,CONFIRMED,P1,Y,1,N,aurora-1.1,incomplete metadata,36.93,41.78,53.43,21.85,38.29,56.29,50.6,34.99,24.72,37.17,23.38,17.68,13.07,18.98,19.86,9.48,16.02,22.95,21.52,9.72,23.24,20.8,28.9,26.15,34.87,38.59,29.45,27.27,33.07,35.78,100,100,100,100,100,100,100,100,100,100,20.98,21.84,35.53,26.27,0,35.6,4.03,32.49,35.87,6.59,0,68.07,16.64,49.74,44.6,15.24,19.46,54.15,13.44,17.19
EVT-0007888,2024-07-12 10:59:00,GB,EU-WEST,London,GB-908,51.29741,-1.59231,AG-4949,HQ,TOP_SECRET,T-028,OP-2025-007888,NIGHTFALL-105,CYBER_INTRUSION,Energy,2,HIGH,CYBINT,HUMINT,61,70,72,85,48,342578,3553,141,N,N,N,Y,CLOSED,P2,Y,3,N,aurora-1.2,manual verification pending,74.73,58.16,55.62,67.33,64.65,73.64,63.89,69.77,71.03,68.14,34.31,31.5,38.11,37.77,34.76,43.47,45.5,34.01,28.94,30.03,40.48,33.18,24.19,25.98,37.57,39.47,30.73,41.45,37.24,37.78,100,87.35,81.67,99.38,100,94.09,100,88.88,100,98.68,28.29,12.27,14.84,12.52,47.06,63.12,10.22,45.17,28.03,13.28,28.23,42.45,44.06,23.83,48.5,42.45,67.68,35.76,54.19,27.02
EVT-0007889,2024-11-16 19:59:50,CZ,EU-CENTRAL,Prague,CZ-754,49.51194,16.05835,AG-9847,JUNIOR,TOP_SECRET,T-012,OP-2025-007889,DEEPBLUE-537,RANSOMWARE,Government,6,HIGH,FININT,OSINT,87,75,81,75,68,369839,2474,153,Y,N,Y,Y,CONFIRMED,P2,N,3,N,aurora-1.2,anomaly detected,86.48,75.59,67.66,75.92,65.14,78.54,72.61,91.38,67.89,83.83,33.78,34.22,35.13,41.96,34.98,34.3,34.82,34.64,31.24,45.5,31.03,38.73,32.52,25.94,27.16,25.66,19.37,24.97,35.27,21.42,100,100,100,100,100,100,100,100,100,100,66.43,26.15,8.68,36.85,42.42,42.44,22.05,42.84,60.02,25.75,50.62,63.74,0,9.77,32.07,53.41,34.83,10.58,47.63,36.55
EVT-0007890,2024-12-13 03:19:06,US,US-EAST,New York,US-850,40.36914,-74.5859,AG-1951,SENIOR,CONFIDENTIAL,T-025,OP-2025-007890,DEEPBLUE-305,RANSOMWARE,Government,2,MEDIUM,SIGINT,FININT,68,45,55,56,22,239813,2427,62,Y,Y,N,Y,IN_REVIEW,P3,N,1,N,aurora-1.2,incomplete metadata,42.83,65.6,39.17,47.99,35.85,32.18,45.83,43.97,47.78,36.31,14.22,18.6,30.11,30.46,20.55,28.35,27.11,21.49,21.76,20.49,20.75,26.06,23.83,25.44,20.03,30.01,17.77,33.57,28.04,18.44,49.73,43.88,49.95,58.27,70.47,40.98,51.91,66.61,51.59,54.4,34.76,0,15.87,37.15,18.33,39.39,35.5,31.54,0,30.82,0,23.61,11.34,33.94,10.56,0,18.7,19.1,49.2,51.49
EVT-0007891,2024-08-16 07:58:24,CN,ASIA-PAC,Beijing,CN-831,39.28535,116.62835,AG-9422,JUNIOR,CONFIDENTIAL,T-025,OP-2025-007891,NIGHTFALL-750,MONEY_LAUNDERING,Energy,4,LOW,HUMINT,SIGINT,76,39,53,37,26,209009,2141,87,Y,N,Y,Y,CLOSED,P3,N,0,N,aurora-2.0,possible duplicate event,36.94,40.47,47.84,47.59,24.63,39.39,30.64,37.3,43.54,30.28,19.06,20.9,17.11,18.26,25.02,25.83,15.4,27.3,23.35,18.07,19.31,18.05,18.95,28.49,26.17,16.4,21.07,14.57,16.9,17.1,74.16,63.49,81.67,68.66,87.67,80.67,73.24,60.99,73.32,86.96,25.98,8.28,2.77,2.65,11.09,0,0,34.15,32.0,0,6.87,3.05,44.74,25.51,14.25,2.32,0,1.46,29.71,10.12
EVT-0007892,2024-04-06 03:48:40,PL,EU-EAST,Warsaw,PL-970,52.64674,19.5317,AG-1045,JUNIOR,SECRET,T-015,OP-2025-007892,SPECTRUM-942,INSIDER_TRADING,Energy,6,MEDIUM,OSINT,FININT,53,61,72,54,60,317825,2502,124,Y,N,Y,N,IN_REVIEW,P2,Y,2,N,aurora-1.1,pattern matches known cluster,53.54,51.76,40.45,62.5,72.82,54.85,45.67,53.07,65.79,42.73,29.61,37.62,39.22,34.55,36.21,33.66,22.26,27.97,29.62,36.56,25.78,23.22,25.41,27.7,24.06,27.23,23.31,24.91,22.56,26.46,94.28,82.69,97.31,73.01,89.69,86.7,80.52,88.33,91.16,84.69,44.54,49.45,27.61,64.33,15.82,21.76,48.12,45.4,24.08,47.06,34.16,28.74,33.83,49.58,2.45,44.2,19.19,53.0,9.42,15.18
EVT-0007893,2024-05-02 13:45:50,PL,EU-EAST,Warsaw,PL-162,51.8476,20.83924,AG-6161,ANALYST,CONFIDENTIAL,T-033,OP-2025-007893,NIGHTFALL-870,MONEY_LAUNDERING,Government,5,MEDIUM,HUMINT,FININT,52,51,39,52,60,239166,2643,136,N,N,N,Y,DISMISSED,P3,N,1,N,aurora-2.0,cross-border activity detected,64.71,38.67,47.6,55.28,45.75,55.73,50.34,63.99,48.35,31.9,27.45,24.35,21.57,29.92,28.81,18.85,16.79,13.04,14.42,29.73,24.01,22.83,29.64,21.83,28.55,36.71,31.43,29.43,23.84,24.45,76.2,82.17,90.78,92.48,77.47,88.48,50.42,83.34,63.32,88.77,14.66,23.42,32.95,17.47,55.43,17.56,47.47,44.13,39.65,38.19,18.42,33.04,10.22,16.15,13.97,42.02,23.27,17.55,13.54,34.63
EVT-0007894,2024-07-26 15:38:59,BR,LATAM,Sao Paulo,BR-631,-23.80965,-45.43489,AG-7595,ANALYST,CONFIDENTIAL,T-039,OP-2025-007894,MIRAGE-856,CYBER_INTRUSION,Government,4,MEDIUM,HUMINT,CYBINT,39,47,38,57,45,203246,1432,67,N,N,Y,N,DISMISSED,P3,N,1,Y,aurora-1.2,source reliability downgraded,53.47,59.54,26.92,73.37,25.0,36.05,62.14,47.98,50.71,48.4,20.94,22.18,29.29,28.52,9.69,15.94,25.63,16.19,21.72,22.36,9.57,23.38,16.95,15.73,12.98,14.97,16.12,6.07,13.28,17.95,70.71,64.51,69.31,53.35,76.09,59.75,55.1,75.33,69.64,83.29,48.83,25.59,10.14,2.81,83.05,43.53,11.71,54.36,26.19,46.79,0,1.13,29.28,30.28,12.83,0,0,17.32,0,8.45
EVT-0007895,2024-08-12 16:47:03,BR,LATAM,Sao Paulo,BR-665,-23.92026,-45.37579,AG-2417,ANALYST,SECRET,T-040,OP-2025-007895,SPECTRUM-559,INSIDER_TRADING,Healthcare,4,MEDIUM,FININT,CYBINT,62,52,60,45,53,251106,2875,92,N,N,Y,N,NEW,P3,N,0,N,aurora-1.1,manual verification pending,67.19,48.33,50.15,60.56,45.93,57.93,42.86,42.54,71.59,44.22,32.74,20.89,14.57,27.02,26.75,21.61,22.49,26.6,19.1,27.7,20.09,22.51,32.98,28.45,25.9,30.98,30.85,29.31,27.92,31.04,59.26,62.7,70.57,62.49,72.89,77.05,75.36,78.36,70.99,75.04,17.54,59.32,14.59,30.14,9.0,48.93,20.18,58.14,31.22,48.1,12.65,23.06,44.24,36.27,48.23,16.3,20.5,51.56,59.52,50.04
EVT-0007896,2024-11-28 00:38:19,GB,EU-WEST,London,GB-784,52.43959,-1.24702,AG-6665,FIELD,TOP_SECRET,T-006,OP-2025-007896,NIGHTFALL-980,RANSOMWARE,Healthcare,4,HIGH,HUMINT,OSINT,72,72,73,78,63,376188,3470,149,Y,Y,Y,N,CONFIRMED,P2,Y,1,N,aurora-1.1,possible duplicate event,74.03,73.51,85.45,56.26,76.41,82.11,69.37,58.09,81.85,67.75,32.35,38.79,43.83,32.71,39.45,31.25,30.47,32.37,32.93,40.6,41.17,34.51,34.6,41.22,27.42,44.02,27.93,38.72,27.73,34.37,100,100,100,100,100,100,100,100,100,100,90.69,7.31,70.02,54.83,22.01,40.08,36.57,28.3,47.66,56.55,65.31,32.42,11.58,16.74,30.87,27.19,55.92,54.43,47.33,0
EVT-0007897,2024-10-31 13:49:39,FR,EU-WEST,Paris,FR-114,48.54249,1.83116,AG-8068,ANALYST,SECRET,T-019,OP-2025-007897,DEEPBLUE-980,INSIDER_TRADING,Finance,3,CRITICAL,FININT,SIGINT,82,94,100,100,81,458693,4477,200,N,N,N,Y,IN_REVIEW,P1,N,2,N,aurora-2.0,cross-border activity detected,94.3,88.4,92.38,86.7,100,81.34,90.84,100,100,76.74,51.72,45.39,46.25,46.35,41.93,45.11,50.24,45.66,42.52,39.91,48.12,49.32,45.46,40.44,57.2,45.87,40.93,56.25,47.33,48.49,98.19,100,95.52,90.58,100,97.27,97.02,100,89.73,100,75.63,43.88,99.96,52.67,23.55,33.61,55.51,67.97,44.43,82.31,17.29,78.56,46.09,28.7,33.82,0,45.73,50.13,23.19,37.64
EVT-0007898,2024-02-15 22:18:20,US,US-EAST,New York,US-236,41.03912,-75.28613,AG-2822,JUNIOR,SECRET,T-017,OP-2025-007898,SPECTRUM-902,MONEY_LAUNDERING,Healthcare,10,CRITICAL,OSINT,FININT,85,46,52,49,34,217133,1554,107,N,N,Y,Y,CONFIRMED,P1,N,2,N,aurora-1.2,pattern matches known cluster,40.26,43.74,61.31,53.58,25.25,34.26,52.96,62.4,47.94,39.14,15.31,17.73,28.76,25.03,24.19,27.81,16.23,15.63,19.36,24.12,17.64,19.75,18.5,21.9,22.34,17.75,16.76,15.73,17.12,7.7,100,100,100,100,100,100,100,100,100,100,8.65,0,0,0,7.8,8.25,53.68,28.8,35.54,11.86,0,55.08,25.36,15.08,17.96,27.64,21.47,3.59,61.2,19.78
EVT-0007899,2024-06-02 17:21:07,GB,EU-WEST,London,GB-845,52.56669,-1.57248,AG-1853,HQ,SECRET,T-015,OP-2025-007899,MIRAGE-722,ESPIONAGE,Finance,5,MEDIUM,SIGINT,HUMINT,79,49,46,46,58,285336,2680,103,N,N,N,Y,NEW,P3,N,0,N,aurora-2.0,incomplete metadata,36.41,42.37,62.12,53.8,39.63,48.04,59.49,58.45,65.68,56.4,27.58,28.42,20.07,34.52,24.26,32.19,30.07,30.52,35.55,26.83,24.11,29.59,22.57,20.38,26.75,29.64,25.01,25.22,30.06,28.51,75.75,82.17,93.54,72.48,84.12,79.93,80.44,76.53,66.97,85.76,14.08,12.96,28.64,21.14,13.15,8.27,16.42,48.93,30.61,41.88,25.03,43.96,26.35,1.63,21.3,22.38,24.97,31.71,30.82,8.04
EVT-0007900,2024-10-03 03:42:33,CN,ASIA-PAC,Beijing,CN-354,40.02225,115.11804,AG-1824,FIELD,TOP_SECRET,T-012,OP-2025-007900,SPECTRUM-886,CYBER_INTRUSION,Telecom,7,MEDIUM,OSINT,FININT,38,45,74,36,27,247282,962,98,N,N,Y,N,IN_REVIEW,P3,N,1,N,aurora-1.1,pattern matches known cluster,36.13,33.39,40.84,46.58,62.55,49.31,61.37,58.7,34.98,57.25,30.6,21.82,26.2,27.79,28.41,10.58,28.58,30.89,26.03,28.14,6.08,14.13,10.05,14.32,7.62,14.25,12.76,12.3,12.26,9.3,82.86,97.55,89.52,100,74.24,91.82,95.82,94.04,97.41,74.89,30.55,26.26,3.16,72.21,29.33,15.96,0,0,32.47,12.1,50.71,17.1,10.64,0,23.39,35.44,0,4.29,34.15,33.76
